Epoch,score,profit,distance,time,weight,best_fitness
420,10213.197866192222,33973.0,3540.0,4235.258847381066,25273.0,1.149251384189541
423,10562.840649977308,34429.0,3540.0,4254.217352945221,25629.0,1.150062301381611
426,10696.107267228199,34429.0,3514.0,4230.462162704421,25629.0,1.1530907069881209
429,10966.270416668514,34810.0,3514.0,4250.219177064436,25910.0,1.153991298620643
432,11363.11524059462,35311.0,3514.0,4268.7851621043455,26111.0,1.1545531090664207
435,11262.11524059462,35210.0,3514.0,4268.7851621043455,26110.0,1.1545531090664207
438,11363.11524059462,35311.0,3514.0,4268.7851621043455,26111.0,1.1545531090664207
441,10405.874112075111,34234.0,3499.0,4247.437769683581,25134.0,1.1553081694393619
444,11343.403726905082,35210.0,3499.0,4254.295235845796,26110.0,1.1563364483748064
447,11529.78816486921,35523.0,3499.0,4276.864854747021,26223.0,1.1566398555409239
450,12640.87481124876,37240.0,3499.0,4384.870800133911,27840.0,1.1572042449769246
453,11277.837755126406,35086.0,3499.0,4243.879188034509,25886.0,1.1579158404276897
456,11277.837755126406,35086.0,3499.0,4243.879188034509,25886.0,1.1579158404276897
459,11404.419542773245,35672.0,3499.0,4325.771917509225,26372.0,1.1580729230759612
462,11317.107755126402,35086.0,3492.0,4236.879188034509,25886.0,1.1587747400094746
465,12342.917770258355,36648.0,3496.0,4332.456725444144,27248.0,1.158789786968876
468,12342.917770258355,36648.0,3496.0,4332.456725444144,27248.0,1.158789786968876
471,12342.917770258355,36648.0,3496.0,4332.456725444144,27248.0,1.158789786968876
474,12342.917770258355,36648.0,3496.0,4332.456725444144,27248.0,1.158789786968876
477,9421.331881624192,33364.0,3499.0,4267.85527956788,24164.0,1.1603505608753688
480,9430.07714890359,33364.0,3496.0,4266.296408395082,24164.0,1.1605258818175017
483,9430.07714890359,33364.0,3496.0,4266.296408395082,24164.0,1.1605258818175017
486,9430.07714890359,33364.0,3496.0,4266.296408395082,24164.0,1.1605258818175017
489,10466.999232265742,34441.0,3496.0,4273.440422056017,25141.0,1.1614942046737835
492,10466.999232265742,34441.0,3496.0,4273.440422056017,25141.0,1.1614942046737835
495,10466.999232265742,34441.0,3496.0,4273.440422056017,25141.0,1.1614942046737835
498,10466.999232265742,34441.0,3496.0,4273.440422056017,25141.0,1.1614942046737835
